Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,tissue,dev_stage,experiment_batch,Cultivar,Biomaterial_provider,Ecotype,treatment
SRR5405179,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673810,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697758,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,nor_17DPA_DNase-seq_6:SZ060316D:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,5742,2108,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092238,nor_17DPA_DNase-seq_6,SRP102870,fruit flesh,17 days post anthesis,6,nor,,,
SRR5405181,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673808,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697760,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,nor_17DPA_DNase-seq_4:SZ060316D:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,5817,2154,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092240,nor_17DPA_DNase-seq_4,SRP102870,fruit flesh,17 days post anthesis,4,nor,,,
SRR5405183,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673806,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697762,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,nor_17DPA_DNase-seq_2:SZ015:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,5979,2125,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092242,nor_17DPA_DNase-seq_2,SRP102870,fruit flesh,17 days post anthesis,2,nor,,,
SRR5405184,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673805,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697763,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,nor_17DPA_DNase-seq_1:SZ015:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,6463,2313,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092243,nor_17DPA_DNase-seq_1,SRP102870,fruit flesh,17 days post anthesis,1,nor,,,
SRR5405185,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673804,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697764,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Microtom_mature_Dnase_seq_6:SZ160123A:ChIP-Seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3449,1270,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092244,Microtom_mature_Dnase_seq_6,SRP102870,fruit flesh,ripe,6,Micro-Tom,,,
SRR5405186,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673803,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697765,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Microtom_mature_Dnase_seq_5:SZ160123A:ChIP-Seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,5861,2149,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092246,Microtom_mature_Dnase_seq_5,SRP102870,fruit flesh,ripe,5,Micro-Tom,,,
SRR5405187,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673802,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697766,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Microtom_mature_Dnase_seq_4:SZ160123A:ChIP-Seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3974,1446,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092245,Microtom_mature_Dnase_seq_4,SRP102870,fruit flesh,ripe,4,Micro-Tom,,,
SRR5405188,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673801,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697767,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Microtom_mature_Dnase_seq_3:SZ160123A:ChIP-Seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,7488,2759,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092247,Microtom_mature_Dnase_seq_3,SRP102870,fruit flesh,ripe,3,Micro-Tom,,,
SRR5405193,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673796,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697772,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Microtom_immature_Dnase_seq_3:SZ160123A:ChIP-Seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3604,1316,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092252,Microtom_immature_Dnase_seq_3,SRP102870,fruit flesh,immature,3,Micro-Tom,,,
SRR5405194,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673795,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697773,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Microtom_immature_Dnase_seq_2:SZ160123A:ChIP-Seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4112,1509,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092253,Microtom_immature_Dnase_seq_2,SRP102870,fruit flesh,immature,2,Micro-Tom,,,
SRR5405195,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673794,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697774,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Microtom_immature_Dnase_seq_1:SZ160123A:ChIP-Seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,6390,2342,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092254,Microtom_immature_Dnase_seq_1,SRP102870,fruit flesh,immature,1,Micro-Tom,,,
SRR5405196,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673793,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697775,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Lichun_leaf_DNase-seq_4:SZ003:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,5140,1831,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092255,Lichun_leaf_DNase-seq_4,SRP102870,leaf,not collected,4,Li Chun,,,
SRR5405203,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673786,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697782,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,cnr_47DPA_DNase-seq_1:SZ060316D:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4205,1526,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092262,cnr_47DPA_DNase-seq_1,SRP102870,fruit flesh,47 days post anthesis,1,cnr,,,
SRR5405204,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673785,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697783,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,cnr_leaf_DNase-seq_2:SZ060316D:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,6905,2494,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092264,cnr_leaf_DNase-seq_2,SRP102870,leaf,not collected,2,cnr,,,
SRR5405206,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673783,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697785,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,cnr_17DPA_DNase-seq_2:SZ060316D:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,7907,2842,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092265,cnr_17DPA_DNase-seq_2,SRP102870,fruit flesh,17 days post anthesis,2,cnr,,,
SRR5405207,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673782,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697786,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,cnr_17DPA_DNase-seq_1:SZ060316D:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,7053,2512,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092266,cnr_17DPA_DNase-seq_1,SRP102870,fruit flesh,17 days post anthesis,1,cnr,,,
SRR5405208,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673781,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697787,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_47DPA_DNase-seq_3:SZ021:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,9224,3340,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092267,AC_47DPA_DNase-seq_3,SRP102870,fruit flesh,47 days post anthesis,3,AC,,,
SRR5405214,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673775,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697793,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_leaf_DNase-seq_1:SZ240316D:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3493,1279,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092273,AC_leaf_DNase-seq_1,SRP102870,leaf,not collected,1,AC,,,
SRR5405215,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673774,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697794,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_leaf_DNase-seq_7:SZ060:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3009,1116,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092274,AC_leaf_DNase-seq_7,SRP102870,leaf,not collected,7,AC,,,
SRR5405217,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673772,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697796,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_leaf_DNase-seq_5:SZ060:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3318,1209,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092276,AC_leaf_DNase-seq_5,SRP102870,leaf,not collected,5,AC,,,
SRR5405220,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673769,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697799,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Strawberry_ripe_DNase-seq_3:SZ030:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4470,1660,Fragaria vesca,ILLUMINA,2017-04-04T00:00:00Z,SRS2092279,Strawberry_ripe_DNase-seq_3,SRP102870,receptacle without seed,ripe,3,Hawaii-4,,,
SRR5405221,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673768,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697800,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Strawberry_ripe_DNase-seq_2:SZ030:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4030,1488,Fragaria vesca,ILLUMINA,2017-04-04T00:00:00Z,SRS2092280,Strawberry_ripe_DNase-seq_2,SRP102870,receptacle without seed,ripe,2,Hawaii-4,,,
SRR5405222,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673767,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697801,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Strawberry_ripe_DNase-seq_1:SZ030:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4974,1836,Fragaria vesca,ILLUMINA,2017-04-04T00:00:00Z,SRS2092281,Strawberry_ripe_DNase-seq_1,SRP102870,receptacle without seed,ripe,1,Hawaii-4,,,
SRR5405225,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673764,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697804,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Strawberry_immature_DNase-seq_2:PH002:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4433,1679,Fragaria vesca,ILLUMINA,2017-04-04T00:00:00Z,SRS2092284,Strawberry_immature_DNase-seq_2,SRP102870,receptacle without seed,immature,2,Hawaii-4,,,
SRR5405226,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673763,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697805,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Strawberry_immature_DNase-seq_1:PH002:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4105,1544,Fragaria vesca,ILLUMINA,2017-04-04T00:00:00Z,SRS2092285,Strawberry_immature_DNase-seq_1,SRP102870,receptacle without seed,immature,1,Hawaii-4,,,
SRR5405227,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673762,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697806,DNase-seq,France,Europe,France,HiSeq X Ten,Pear_W_fruit_DNase-seq_2:PH027:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,7547,3080,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092286,Pear_W_fruit_DNase-seq_2,SRP102870,fruit flesh,ripe,2,Williams,,,
SRR5405229,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673760,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697808,DNase-seq,France,Europe,France,HiSeq X Ten,Pear_W_leaf_DNase-seq_2:PH028:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,2840,1089,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092288,Pear_W_leaf_DNase-seq_2,SRP102870,leaf,not collected,2,Williams,,,
SRR5405231,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673758,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697810,DNase-seq,China,Asia,China: Anhui,HiSeq X Ten,Pear_D_fruit_DNase-seq_2:PH031:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,6194,2603,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092290,Pear_D_fruit_DNase-seq_2,SRP102870,fruit flesh,ripe,2,Dangshanshuli,,,
SRR5405235,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673754,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697814,DNase-seq,uncalculated,uncalculated,not collected,HiSeq X Ten,Peach_ripe_DNase-seq_6:SZ028:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4066,1566,Prunus persica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092295,Peach_ripe_DNase-seq_6,SRP102870,fruit flesh,ripe,6,not collected,,,
SRR5405237,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673752,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697816,DNase-seq,uncalculated,uncalculated,not collected,HiSeq X Ten,Peach_ripe_DNase-seq_4:SZ028:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,5113,1873,Prunus persica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092296,Peach_ripe_DNase-seq_4,SRP102870,fruit flesh,ripe,4,not collected,,,
SRR5405240,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673749,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697819,DNase-seq,uncalculated,uncalculated,not collected,HiSeq X Ten,Peach_ripe_DNase-seq_1:SZ028:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,5398,1984,Prunus persica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092299,Peach_ripe_DNase-seq_1,SRP102870,fruit flesh,ripe,1,not collected,,,
SRR5405242,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673747,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697821,DNase-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_leaf_DNase-seq_2:SZ021:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,1869,669,Prunus persica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092300,Peach_leaf_DNase-seq_2,SRP102870,leaf,not collected,2,babygold,,,
SRR5405244,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673745,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697823,DNase-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_leaf_DNase-seq_7:PH025:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,2683,1056,Prunus persica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092303,Peach_leaf_DNase-seq_7,SRP102870,leaf,not collected,7,babygold,,,
SRR5405248,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673741,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697827,DNase-seq,USA,North America,USA,HiSeq X Ten,Peach_immature_DNase-seq_2:SZ021:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3262,1152,Prunus persica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092307,Peach_immature_DNase-seq_2,SRP102870,fruit flesh,immature,2,babygold,,,
SRR5405250,DNase-Hypersensitivity,50,PRJNA381300,SAMN06673739,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697829,DNase-seq,China,Asia,China: Guangzhou,Illumina HiSeq 4000,Papaya_ripe_DNase-seq_2:SZ160123B:DNase-seq:single:HiSeq4000,SINGLE,DNase,GENOMIC,845,414,Carica papaya,ILLUMINA,2017-04-04T00:00:00Z,SRS2092309,Papaya_ripe_DNase-seq_2,SRP102870,fruit flesh,ripe,2,Tainong1,,,
SRR5405252,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673737,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697831,DNase-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Papaya_leaf_DNase-seq_2:SZ041:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,7433,2670,Carica papaya,ILLUMINA,2017-04-04T00:00:00Z,SRS2092310,Papaya_leaf_DNase-seq_2,SRP102870,leaf,not collected,2,Tainong1,,,
SRR5405253,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673736,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697832,DNase-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Papaya_leaf_DNase-seq_1:SZ041:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,6040,2222,Carica papaya,ILLUMINA,2017-04-04T00:00:00Z,SRS2092312,Papaya_leaf_DNase-seq_1,SRP102870,leaf,not collected,1,Tainong1,,,
SRR5405254,DNase-Hypersensitivity,50,PRJNA381300,SAMN06673735,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697833,DNase-seq,China,Asia,China: Guangzhou,Illumina HiSeq 4000,Papaya_immature_DNase-seq_2:SZ160123B:DNase-seq:single:HiSeq4000,SINGLE,DNase,GENOMIC,1104,544,Carica papaya,ILLUMINA,2017-04-04T00:00:00Z,SRS2092313,Papaya_immature_DNase-seq_2,SRP102870,fruit flesh,immature,2,Tainong1,,,
SRR5405257,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673732,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697836,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_40DPA_DNase-seq_3:SZ060316C:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,7826,2853,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092315,VED_40DPA_DNase-seq_3,SRP102870,fruit flesh and peel,40 days post anthesis,3,Vedrantais,,,
SRR5405259,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673730,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697838,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_40DPA_DNase-seq_1:SZ060316C:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,8400,3074,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092317,VED_40DPA_DNase-seq_1,SRP102870,fruit flesh and peel,40 days post anthesis,1,Vedrantais,,,
SRR5405263,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673726,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697842,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_40DPA_DNase-seq_5:PH023:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4095,1664,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092322,VED_40DPA_DNase-seq_5,SRP102870,fruit flesh,40 days post anthesis,5,Vedrantais,,,
SRR5405264,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673725,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697843,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_leaf_DNase-seq_3:SZ060316C:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4930,1785,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092323,VED_leaf_DNase-seq_3,SRP102870,leaf,not collected,3,Vedrantais,,,
SRR5405266,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673723,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697845,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_leaf_DNase-seq_1:SZ060316C:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,5702,2096,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092324,VED_leaf_DNase-seq_1,SRP102870,leaf,not collected,1,Vedrantais,,,
SRR5405269,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673720,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697848,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_10DPA_DNase-seq_1:SZ060416E:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,7254,2755,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092329,VED_10DPA_DNase-seq_1,SRP102870,fruit flesh and peel,10 days post anthesis,1,Vedrantais,,,
SRR5405272,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673717,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697851,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PS_leaf_DNase-seq_3:SZ056:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,6006,2110,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092331,PS_leaf_DNase-seq_3,SRP102870,leaf,not collected,3,Piel de Sapo,,,
SRR5405273,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673716,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697852,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PS_leaf_DNase-seq_2:SZ056:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4730,1629,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092332,PS_leaf_DNase-seq_2,SRP102870,leaf,not collected,2,Piel de Sapo,,,
