Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,tissue,Batch,Biological_replicate,Experiment
SRR5748816,ChIP-Seq,51,PRJNA391551,SAMN07270435,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949260,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,ZmMC_H3K27ac_1.1,SINGLE,ChIP,GENOMIC,270,89,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307746,ZmMC_H3K27ac_1.1,SRP110225,leaf mesophyll,1,1,H3K27ac ChIP-seq
SRR5748817,Bisulfite-Seq,300,PRJNA391551,SAMN07270495,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949259,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SbMC_BS_1.3,PAIRED,RANDOM,GENOMIC,24793,8832,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307745,SbMC_BS_1.3,SRP110225,leaf mesophyll,3,1,WGBS-seq
SRR5748818,Bisulfite-Seq,250,PRJNA391551,SAMN07270496,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949258,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SbMC_BS_2.1,PAIRED,RANDOM,GENOMIC,24805,12563,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307744,SbMC_BS_2.1,SRP110225,leaf mesophyll,1,2,WGBS-seq
SRR5748819,Bisulfite-Seq,300,PRJNA391551,SAMN07270493,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949257,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SbMC_BS_1.1,PAIRED,RANDOM,GENOMIC,31593,14845,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307743,SbMC_BS_1.1,SRP110225,leaf mesophyll,1,1,WGBS-seq
SRR5748820,Bisulfite-Seq,250,PRJNA391551,SAMN07270494,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949256,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SbMC_BS_1.2,PAIRED,RANDOM,GENOMIC,9123,4659,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307753,SbMC_BS_1.2,SRP110225,leaf mesophyll,2,1,WGBS-seq
SRR5748821,RNA-Seq,50,PRJNA391551,SAMN07270491,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949255,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,SbMC_mRNA_2,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,686,345,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307742,SbMC_mRNA_2,SRP110225,leaf mesophyll,1,2,RNA-seq
SRR5748822,RNA-Seq,50,PRJNA391551,SAMN07270492,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949254,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,SbMC_mRNA_3,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,671,338,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307741,SbMC_mRNA_3,SRP110225,leaf mesophyll,1,3,RNA-seq
SRR5748823,ChIP-Seq,300,PRJNA391551,SAMN07270489,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949253,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SbMC_input,PAIRED,ChIP,GENOMIC,9953,4745,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307740,SbMC_input,SRP110225,leaf mesophyll,1,1,Input
SRR5748824,RNA-Seq,50,PRJNA391551,SAMN07270490,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949252,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,SbMC_mRNA_1,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,666,336,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307738,SbMC_mRNA_1,SRP110225,leaf mesophyll,1,1,RNA-seq
SRR5748825,Bisulfite-Seq,300,PRJNA391551,SAMN07270497,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949251,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SbMC_BS_2.2,PAIRED,RANDOM,GENOMIC,26035,9104,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307739,SbMC_BS_2.2,SRP110225,leaf mesophyll,2,2,WGBS-seq
SRR5748826,OTHER,300,PRJNA391551,SAMN07270498,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949250,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SbMC_HiC_1.1,PAIRED,size fractionation,GENOMIC,11993,4737,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307737,SbMC_HiC_1.1,SRP110225,leaf mesophyll,1,1,in situ HiC
SRR5748778,ChIP-Seq,51,PRJNA391551,SAMN07270487,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949298,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,SbMC_H3K4me3_1.2,SINGLE,ChIP,GENOMIC,244,87,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307785,SbMC_H3K4me3_1.2,SRP110225,leaf mesophyll,2,1,H3K4me3 ChIP-seq
SRR5748796,OTHER,300,PRJNA391551,SAMN07270476,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949280,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_2.1.8,PAIRED,size fractionation,GENOMIC,2966,1236,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307767,ZmMC_HiC_2.1.8,SRP110225,leaf mesophyll,8,4,in situ HiC
SRR5748788,OTHER,300,PRJNA391551,SAMN07270478,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949288,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_2.1.10,PAIRED,size fractionation,GENOMIC,47520,20138,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307775,ZmMC_HiC_2.1.10,SRP110225,leaf mesophyll,10,4,in situ HiC
SRR5748740,Tn-Seq,51,PRJNA391551,SAMN07270521,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Nipponbare,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949336,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,OsMC_ATAC_1.2,SINGLE,size fractionation,GENOMIC,930,328,Oryza sativa Japonica Group,ILLUMINA,2017-07-16T00:00:00Z,SRS2307821,OsMC_ATAC_1.2,SRP110225,leaf mesophyll,2,1,ATAC-seq
SRR5748791,OTHER,300,PRJNA391551,SAMN07270471,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949285,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_2.1.3,PAIRED,size fractionation,GENOMIC,28519,10185,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307772,ZmMC_HiC_2.1.3,SRP110225,leaf mesophyll,3,4,in situ HiC
SRR5748775,OTHER,300,PRJNA391551,SAMN07270453,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949301,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_1.1.5,PAIRED,size fractionation,GENOMIC,1736,899,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307787,ZmMC_HiC_1.1.5,SRP110225,leaf mesophyll,5,1,in situ HiC
SRR5748759,OTHER,300,PRJNA391551,SAMN07270515,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949317,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SiMC_HiC_1.2.2,PAIRED,size fractionation,GENOMIC,11543,4041,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307803,SiMC_HiC_1.2.2,SRP110225,leaf mesophyll,2,2,in situ HiC
SRR5748811,ChIP-Seq,51,PRJNA391551,SAMN07270432,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949265,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,ZmMC_H3K4me3_1.2,SINGLE,ChIP,GENOMIC,1112,417,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307751,ZmMC_H3K4me3_1.2,SRP110225,leaf mesophyll,2,1,H3K4me3 ChIP-seq
SRR5748774,OTHER,300,PRJNA391551,SAMN07270456,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949302,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_1.1.8,PAIRED,size fractionation,GENOMIC,23453,10254,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307788,ZmMC_HiC_1.1.8,SRP110225,leaf mesophyll,8,1,in situ HiC
